Site,Longitude,Latitude,C14Age,C14Error,AgeCalBP,LabID,Database,Reference,Comment
Jebel Moya,33.333333,13.5,3970,30,4442,Beta-501557,,"Michael Brass, Dorian Q. Fuller, Kevin MacDonald, Chris Stevens, Ahmed Adam, Iwona Kozieradzka-Ogunmakin, Rayan Abdallah, Osman Alawad, Ammar Abdalla, Isabelle Vella Gregory, Joss Wellings, Fakri Hassan & Ali Abdelrahman (2019) New findings on the significance of Jebel Moya in the eastern Sahel, Azania: Archaeological Research in Africa, 54:4, 425-444, DOI: 10.1080/0067270X.2019.1691845",Sorghum bicolor
Encontro,-61.5795,-11.2134,3970,70,4428,Beta-230198,EXPAND (de Souza et al. 2020),"de Souza, J. G., Alcaina Mateos, J., & Madella, M. (2020). Archaeological expansions in tropical South America during the late Holocene: Assessing the role of demic diffusion. PLOS ONE, 15(4), e0232367. https://doi.org/10.1371/journal.pone.0232367",Formative (Lowland South America)
Kayatha I,76.033333,23.233333,3965,105,4421,TF-781,,"Vishnu-Mittre and Savithri, R. 1979. Palaeobotanical and Pollen Analytical Investigations, Indian. Archaeology 1979-80-A Review: 113-14; Possehl, G.L. & Rissman, P.C. 1992. The Chronology of Prehistoric India: From Earliest Times to the Iron Age. In R.W. Ehrich (ed.) Chronologies in Old World Archaeology Volume 2. Chicago and London: Chicago University Press. Pp. 447-474.","Macrotyloma uniflorum, Vigna mungo, Triticum sp."
"Brece, petit Vieux-Sou",-0.76,43.37,3960,70,4412,Gif-5012,EUROEVOL (Manning et al. 2016),"Manning, K., Colledge, S., Crema, E. R., Shennan, S., & Timpson, A. (2016). The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset 1: Sites, Phases and Radiocarbon Data. Journal of Open Archaeology Data, 5, e2.",Neolithic
Grotte du Phare,-1.55,43.49,3955,50,4409,Ly-1069,EUROEVOL (Manning et al. 2016),"Manning, K., Colledge, S., Crema, E. R., Shennan, S., & Timpson, A. (2016). The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset 1: Sites, Phases and Radiocarbon Data. Journal of Open Archaeology Data, 5, e2.",Neolithic
Zhaojiazhuang Shandong,118.56299,36.78158,,,4400,No date,Stevens and Fuller (2017),"Stevens, C. J., & Fuller, D. Q. (2017). The spread of agriculture in eastern Asia. Language Dynamics and Change, 7(2), 152–186. https://doi.org/10.1163/22105832-00702001","Oryza, Setaria, Panicum"
Xinghuahe,111.721065,23.440458,3916,120,4395,unknown,Stevens and Fuller (2017),"Stevens, C. J., & Fuller, D. Q. (2017). The spread of agriculture in eastern Asia. Language Dynamics and Change, 7(2), 152–186. https://doi.org/10.1163/22105832-00702001",Oryza sativa
Hulas,77.366613,29.699926,3950,110,4395,PRL-1031,,"Saraswat, K.S., D.C. Saini, M.K. Sharma, Chanchala Sirivastava. 1992. Palaeobotanical and Pollen Analytical Investigations 1, 6-8, 11, Indian Archaeology 1986-87-a Review: 129-132; Saraswat, K.S. 1993. Plant Economy of Late Harappan at Hulas. Puratattva 23: 1-12; Pati Joshi, J. (ed.) 1990. Indian Archaeology 1985-86. A Review. New Delhi: Archaeological Survey of India.","Vigna radiata, Vigna unguiculata, Cicer arietinum, Lathyrus sativus, Pisum sativum, Hordeum vulgare, Triticum sp., Oryza sativa, Sorghum bicolor"
Woodrat Midden CC-3,-108,36.1,,,4383, Beta-218109,Ancient Maize Map (Blake et al. 2012),"Blake, M., B. Benz, N. Jakobsen, R. Wallace, S. Formosa, K. Supernant, D. Moreiras and A. Wong (2012) Ancient Maize Map, Version 1.1: An Online Database and Mapping Program for Studying the Archaeology of Maize in the Americas. http://en.ancientmaize.com/. Laboratory of Archaeology, University of B.C., Vancouver.",Zea mays
Oslonino 3,18.4667,54.6667,3940,60,4374,Gd 1607,EUROEVOL (Manning et al. 2016),"Manning, K., Colledge, S., Crema, E. R., Shennan, S., & Timpson, A. (2016). The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset 1: Sites, Phases and Radiocarbon Data. Journal of Open Archaeology Data, 5, e2.",Neolithic
El Gigante,-88.1,14.2,,,4373, AA-93157,Ancient Maize Map (Blake et al. 2012),"Blake, M., B. Benz, N. Jakobsen, R. Wallace, S. Formosa, K. Supernant, D. Moreiras and A. Wong (2012) Ancient Maize Map, Version 1.1: An Online Database and Mapping Program for Studying the Archaeology of Maize in the Americas. http://en.ancientmaize.com/. Laboratory of Archaeology, University of B.C., Vancouver.",Zea mays
Romero (Tmc-247) and Valenzuela (Tmc-248) Caves,-99.4,23.1,,,4363, Beta-85431,Ancient Maize Map (Blake et al. 2012),"Blake, M., B. Benz, N. Jakobsen, R. Wallace, S. Formosa, K. Supernant, D. Moreiras and A. Wong (2012) Ancient Maize Map, Version 1.1: An Online Database and Mapping Program for Studying the Archaeology of Maize in the Americas. http://en.ancientmaize.com/. Laboratory of Archaeology, University of B.C., Vancouver.",Zea mays
Bornwerd,5.95555,53.3318,3930,50,4361,GrN-5295,EUROEVOL (Manning et al. 2016),"Manning, K., Colledge, S., Crema, E. R., Shennan, S., & Timpson, A. (2016). The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset 1: Sites, Phases and Radiocarbon Data. Journal of Open Archaeology Data, 5, e2.",Neolithic
Skillinge,14.283,55.467,3930,65,4360,Lu 437,EUROEVOL (Manning et al. 2016),"Manning, K., Colledge, S., Crema, E. R., Shennan, S., & Timpson, A. (2016). The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset 1: Sites, Phases and Radiocarbon Data. Journal of Open Archaeology Data, 5, e2.",Neolithic
Tucumã,-50.7163,-1.7997,3960,30,4356,Beta-433639,,"Hilbert, L. (2017). Investigating Plant Management in the Monte Castelo (Rondônia- Brazil) and Tucumã (Pará-Brazil) Shell Mound Using Phytoliths Analysis. PhD Thesis, University of Exeter.","Zea mays, Cucurbita sp."
Lao Pako,102.86308,18.16419,,,4350,,Silva et al. (2015),"Silva, F., Stevens, C. J., Weisskopf, A., Castillo, C., Qin, L., Bevan, A., & Fuller, D. Q. (2015). Modelling the Geographical Origin of Rice Cultivation in Asia Using the Rice Archaeological Database. PLOS ONE, 10(9), e0137024. https://doi.org/10.1371/journal.pone.0137024",Oryza sativa
Huangguashan,105.849636,29.254705,3920,60,4340,BA-02152,Stevens and Fuller (2017),"Stevens, C. J., & Fuller, D. Q. (2017). The spread of agriculture in eastern Asia. Language Dynamics and Change, 7(2), 152–186. https://doi.org/10.1163/22105832-00702001",Oryza sativa
Kohin Cave,146.88,-2.12,3900,100,4321,ANU-2248,Spriggs (1989),"Spriggs, M. (1989). The dating of the Island Southeast Asian Neolithic: an attempt at chronometric hygiene and linguistic correlation. Antiquity, 63(240), 587–613. https://doi.org/10.1017/S0003598X00076560",Neolithic (Southeast Asia)
Braunsdorf,11.91,50.73,3875,40,4306,KN-4891,EUROEVOL (Manning et al. 2016),"Manning, K., Colledge, S., Crema, E. R., Shennan, S., & Timpson, A. (2016). The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset 1: Sites, Phases and Radiocarbon Data. Journal of Open Archaeology Data, 5, e2.",Neolithic
Lake Cobá,-87.7,20.5,,,4304, OS-61,Ancient Maize Map (Blake et al. 2012),"Blake, M., B. Benz, N. Jakobsen, R. Wallace, S. Formosa, K. Supernant, D. Moreiras and A. Wong (2012) Ancient Maize Map, Version 1.1: An Online Database and Mapping Program for Studying the Archaeology of Maize in the Americas. http://en.ancientmaize.com/. Laboratory of Archaeology, University of B.C., Vancouver.",Zea mays
Lake Caranã,-55.0425,-2.8355,,,4300,,,"Maezumi, S Yoshi, Daiana T Alves, Mark Robinson, Jonas Gregorio De Souza, Carolina Levis, R L Barnett, E A Oliveira, Dunia Urrego, Denise Schaan, and José Iriarte. 2018. “The Legacy of 4,500 Years of Polyculture Agroforestry in the Eastern Amazon.” Nature Plants 4: 540–47.",Zea mays
Ghaleghay II,72.255864,34.656062,3873,55,4297,R-378,,"Costantini, L. 1987. Appendix B. Vegetal Remains. In G. Stacul (Ed.) Prehistoric and Protohistoric Swat, Pakistan. Rome: Instituto Italiano per il Medio ed Estremo Oriente. pp. 155-165; Shaffer, J.G. 1992. Indus Valley, Baluchistan, and Helmand Drainage (Afghanistan). In R.W. Ehrich (ed.) Chronologies in Old World Archaeology Volume 2. Chicago and London: Chicago University Press. Pp. 425-446.","Triticum sp., Oryza?"
Sanghol,76.4,30.783333,3852,160,4261,PRL-511,,"Saraswat, K.S. 1992. Archaeobotanical remains in ancient cultural and socio·economical dynamics of the Indian subcontinent. Palaeobotanist 40 : 514·545; Shaffer, J.G. 1992. Indus Valley, Baluchistan, and Helmand Drainage (Afghanistan). In R.W. Ehrich (ed.) Chronologies in Old World Archaeology Volume 2. Chicago and London: Chicago University Press. Pp. 425-446.","Pisum arvense, Hordeum vulgare, Triticum sp., Sorghum bicolor, Setaria italica, Lens culinaris, Vitis vinifera"
Begash 1a Kazakhstan,77.0362967,43.3025172,3840,40,4260,Beta-266458,Stevens and Fuller (2017),"Stevens, C. J., & Fuller, D. Q. (2017). The spread of agriculture in eastern Asia. Language Dynamics and Change, 7(2), 152–186. https://doi.org/10.1163/22105832-00702001","Triticum, Panicum"
Begash,84.8548961485319,48.4744851703703,3840,40,4250,Beta-266458,p3k14c (Bird et al. 2022),"Bird, D., Miranda, L., vander Linden, M., Robinson, E., Bocinsky, R. K., Nicholson, C., Capriles, J. M., Finley, J. B., Gayo, E. M., Gil, A., d’Alpoim Guedes, J., Hoggarth, J. A., Kay, A., Loftus, E., Lombardo, U., Mackie, M., Palmisano, A., Solheim, S., Kelly, R. L., & Freeman, J. (2022). p3k14c, a synthetic global database of archaeological radiocarbon dates. Scientific Data, 9(1), 27. https://doi.org/10.1038/s41597-022-01118-7",Triticum sp.
Liangchengzhen,119.57195,35.57903,,,4250,,Silva et al. (2015),"Silva, F., Stevens, C. J., Weisskopf, A., Castillo, C., Qin, L., Bevan, A., & Fuller, D. Q. (2015). Modelling the Geographical Origin of Rice Cultivation in Asia Using the Rice Archaeological Database. PLOS ONE, 10(9), e0137024. https://doi.org/10.1371/journal.pone.0137024",Oryza sativa
Damdama,82.18222,25.86944,,,4250,,Silva et al. (2015),"Silva, F., Stevens, C. J., Weisskopf, A., Castillo, C., Qin, L., Bevan, A., & Fuller, D. Q. (2015). Modelling the Geographical Origin of Rice Cultivation in Asia Using the Rice Archaeological Database. PLOS ONE, 10(9), e0137024. https://doi.org/10.1371/journal.pone.0137024",Oryza sativa
Xuejiazhuang - South Shandong,114.01868,38.1852999,,,4250,No date,Stevens and Fuller (2017),"Stevens, C. J., & Fuller, D. Q. (2017). The spread of agriculture in eastern Asia. Language Dynamics and Change, 7(2), 152–186. https://doi.org/10.1163/22105832-00702001","Oryza, Setaria, Panicum"
Burrell Orchard/Burrill Farm,-82.1513661804436,41.4512982014643,3840,30,4246,Beta-445328,p3k14c (Bird et al. 2022),"Bird, D., Miranda, L., vander Linden, M., Robinson, E., Bocinsky, R. K., Nicholson, C., Capriles, J. M., Finley, J. B., Gayo, E. M., Gil, A., d’Alpoim Guedes, J., Hoggarth, J. A., Kay, A., Loftus, E., Lombardo, U., Mackie, M., Palmisano, A., Solheim, S., Kelly, R. L., & Freeman, J. (2022). p3k14c, a synthetic global database of archaeological radiocarbon dates. Scientific Data, 9(1), 27. https://doi.org/10.1038/s41597-022-01118-7",Cucurbita sp.
Harappa,72.863889,30.628889,3830,60,4236,WIS-2075,,"Weber, S. A. 1997. Harappa archaeobotany: a model for subsistence, pp. 115–7 in Allchin, R. and Allchin, B. (eds.), South Asian Archaeology 1995. New Delhi: Oxford and IBH; Weber, S. A. 1999. Seeds of urbanism: paleoethnobotany and the Indus civilization. Antiquity 73, 813–26.; Vishnu-Mittre and Savithri, R. 1982. Food economy of the Harappans. In Possehl, G.L. (Ed.) Harappan Civilization. New Delhi: Oxford-IBH. pp. 205-221; Madella, M. 1999. Morphological Analysis of Phytoliths: a Botanical Tool for the Interpretation of Archaeological and Geological Sediments from Eurasia. Ph.D. Dissertation. Cambridge: Department of Archaeology, University of Cambridge; Kenoyer, J.M. 1991. Urban Process in the Indus Tradition:  A Preliminary Model from Harappa. In Meadow, R.H. (Ed.) Harappa Excavations 1986-1990: A Multidisciplinary Approach to Third Millennium Urbanism. Prehistory Press, Madison, Wisconsin. pp. 29-60.","Cicer arietinum, Lathyrus sativus, Pisum sativum, Lens culinaris, Vigna sp., Hordeum vulgare, Triticum sp., Panicum/Setaria sp., Oryza sp."
Porto,-54.7409,-2.4202,3830,30,4226,Beta-388953,EXPAND (de Souza et al. 2020),"de Souza, J. G., Alcaina Mateos, J., & Madella, M. (2020). Archaeological expansions in tropical South America during the late Holocene: Assessing the role of demic diffusion. PLOS ONE, 15(4), e0232367. https://doi.org/10.1371/journal.pone.0232367",Formative (Lowland South America)
Ojiyana,71.7235155960763,28.8304758179824,3830,30,4226,Beta-422012,p3k14c (Bird et al. 2022),"Bird, D., Miranda, L., vander Linden, M., Robinson, E., Bocinsky, R. K., Nicholson, C., Capriles, J. M., Finley, J. B., Gayo, E. M., Gil, A., d’Alpoim Guedes, J., Hoggarth, J. A., Kay, A., Loftus, E., Lombardo, U., Mackie, M., Palmisano, A., Solheim, S., Kelly, R. L., & Freeman, J. (2022). p3k14c, a synthetic global database of archaeological radiocarbon dates. Scientific Data, 9(1), 27. https://doi.org/10.1038/s41597-022-01118-7",Triticum sp.
La Emerenciana,-79.9695,-3.2965,3860,50,4218,Beta‐125107,,"Tykot, R. H., & Staller, J. E. (2002). The Importance of Early Maize Agriculture in Coastal Ecuador: New Data from La Emerenciana. Current Anthropology, 43(4), 666–677.",Zea mays
Kuntasi,70.599729,22.891941,3820,170,4217,PRL-1370,,"Dhavalikar, M.K. 1995. Cultural Imperialism: Indus Civilization in Western India. New Delhi: Books & Books; Mahapatra, S.K. (ed.) 1994. Indian Archaeology 1989-90. A Review. New Delhi: Archaeological Survey of India.","Hordeum vulgare, Triticum sp."
Old Corn (LA 137258),-108.9,34.5,,,4207, Beta-185023,Ancient Maize Map (Blake et al. 2012),"Blake, M., B. Benz, N. Jakobsen, R. Wallace, S. Formosa, K. Supernant, D. Moreiras and A. Wong (2012) Ancient Maize Map, Version 1.1: An Online Database and Mapping Program for Studying the Archaeology of Maize in the Americas. http://en.ancientmaize.com/. Laboratory of Archaeology, University of B.C., Vancouver.",Zea mays
Old Corn,-108.404877355383,33.9154219289628,3810,50,4205,Beta-185023,p3k14c (Bird et al. 2022),"Bird, D., Miranda, L., vander Linden, M., Robinson, E., Bocinsky, R. K., Nicholson, C., Capriles, J. M., Finley, J. B., Gayo, E. M., Gil, A., d’Alpoim Guedes, J., Hoggarth, J. A., Kay, A., Loftus, E., Lombardo, U., Mackie, M., Palmisano, A., Solheim, S., Kelly, R. L., & Freeman, J. (2022). p3k14c, a synthetic global database of archaeological radiocarbon dates. Scientific Data, 9(1), 27. https://doi.org/10.1038/s41597-022-01118-7",Zea mays
Budihal,74.765838,16.409059,3810,50,4205,BM-2886,,"Kajale, M. D. and Eksamberkar, S. P. 1997. Application of phytolith analyses to a Neolithic site at Budihal, District Gulbarga, South India, pp. 219–29 in Pinilla, A., Juan-Tresserras, J. and Machado, M. J. (eds.), Estado Actual de Los Etudios de Fitolitos en Suelos y Plantas (The State of the Art of Phytoliths in Soils and Plants). Madrid: Centro Ciencial Medioambientales, Consejo Superior de Investigaciones Cientificas; Fuller, D.Q., Boivin, N. & Korisettar, R. 2007. Dating the Neolithic of South Asia: new radiometric evidence for key economic, social and ritual transformations. Antiquity 81(313). Pp. 755-778.",Macrotyloma uniflorum
Dingshishan,108.49469,22.74826,,,4200,,Silva et al. (2015),"Silva, F., Stevens, C. J., Weisskopf, A., Castillo, C., Qin, L., Bevan, A., & Fuller, D. Q. (2015). Modelling the Geographical Origin of Rice Cultivation in Asia Using the Rice Archaeological Database. PLOS ONE, 10(9), e0137024. https://doi.org/10.1371/journal.pone.0137024",Oryza sativa
Senuwar,83.93672,24.93168,,,4200,,Silva et al. (2015),"Silva, F., Stevens, C. J., Weisskopf, A., Castillo, C., Qin, L., Bevan, A., & Fuller, D. Q. (2015). Modelling the Geographical Origin of Rice Cultivation in Asia Using the Rice Archaeological Database. PLOS ONE, 10(9), e0137024. https://doi.org/10.1371/journal.pone.0137024",Oryza sativa
Gua Sireh,110.56388,1.17273,,,4200,,Silva et al. (2015),"Silva, F., Stevens, C. J., Weisskopf, A., Castillo, C., Qin, L., Bevan, A., & Fuller, D. Q. (2015). Modelling the Geographical Origin of Rice Cultivation in Asia Using the Rice Archaeological Database. PLOS ONE, 10(9), e0137024. https://doi.org/10.1371/journal.pone.0137024",Oryza sativa
Chenjiazhuang Shandong,98.52199,39.7996999,,,4200,No date,Stevens and Fuller (2017),"Stevens, C. J., & Fuller, D. Q. (2017). The spread of agriculture in eastern Asia. Language Dynamics and Change, 7(2), 152–186. https://doi.org/10.1163/22105832-00702001","Oryza, Setaria, Panicum"
MK36,-3.88333,20.65,3795,200,4185,Pa-1065,,"Fuller, D. Q., Barron, A., Champion, L., Dupuy, C., Commelin, D., Raimbault, M., & Denham, T. (2021). Transition From Wild to Domesticated Pearl Millet (Pennisetum glaucum) Revealed in Ceramic Temper at Three Middle Holocene Sites in Northern Mali. African Archaeological Review, 38(2), 211–230. https://doi.org/10.1007/s10437-021-09428-8",
Yuanyangchi NW Gangsu,109.70661,31.663527,,,4150,,Stevens and Fuller (2017),"Stevens, C. J., & Fuller, D. Q. (2017). The spread of agriculture in eastern Asia. Language Dynamics and Change, 7(2), 152–186. https://doi.org/10.1163/22105832-00702001",Setaria
Kanispur,73.4430597279188,34.6667994418694,3770,30,4135,Beta-422016,p3k14c (Bird et al. 2022),"Bird, D., Miranda, L., vander Linden, M., Robinson, E., Bocinsky, R. K., Nicholson, C., Capriles, J. M., Finley, J. B., Gayo, E. M., Gil, A., d’Alpoim Guedes, J., Hoggarth, J. A., Kay, A., Loftus, E., Lombardo, U., Mackie, M., Palmisano, A., Solheim, S., Kelly, R. L., & Freeman, J. (2022). p3k14c, a synthetic global database of archaeological radiocarbon dates. Scientific Data, 9(1), 27. https://doi.org/10.1038/s41597-022-01118-7",Triticum sp.
Guapé 1,-59.05,-15.33,3760,70,4129,Beta-152176,EXPAND (de Souza et al. 2020),"de Souza, J. G., Alcaina Mateos, J., & Madella, M. (2020). Archaeological expansions in tropical South America during the late Holocene: Assessing the role of demic diffusion. PLOS ONE, 15(4), e0232367. https://doi.org/10.1371/journal.pone.0232367",Formative (Lowland South America)
Vorbasse,9.08239,55.6299,3760,60,4126,K-2751,EUROEVOL (Manning et al. 2016),"Manning, K., Colledge, S., Crema, E. R., Shennan, S., & Timpson, A. (2016). The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset 1: Sites, Phases and Radiocarbon Data. Journal of Open Archaeology Data, 5, e2.",Neolithic
Yangjiaquan East Shandong,120.77956,37.206322,,,4125,No date,Stevens and Fuller (2017),"Stevens, C. J., & Fuller, D. Q. (2017). The spread of agriculture in eastern Asia. Language Dynamics and Change, 7(2), 152–186. https://doi.org/10.1163/22105832-00702001","Oryza, Setaria, Panicum"
Khirsara,68.1536423997635,24.250061183263,3760,30,4122,Beta-422014,p3k14c (Bird et al. 2022),"Bird, D., Miranda, L., vander Linden, M., Robinson, E., Bocinsky, R. K., Nicholson, C., Capriles, J. M., Finley, J. B., Gayo, E. M., Gil, A., d’Alpoim Guedes, J., Hoggarth, J. A., Kay, A., Loftus, E., Lombardo, U., Mackie, M., Palmisano, A., Solheim, S., Kelly, R. L., & Freeman, J. (2022). p3k14c, a synthetic global database of archaeological radiocarbon dates. Scientific Data, 9(1), 27. https://doi.org/10.1038/s41597-022-01118-7",Triticum sp.
